 NAME;formula;ALTERNATIVE_NAME;ANOTHER_NAME;"OSTATOK
";"KOMNATA
";SHKAFF;POLKA;KOMENT;CAS;Smiles
Triethylamine;(CH3CH2)3N;(CH3CH2)3N;;1 l;34.522;hood 3;2;dist. over CaH2;;CCN(CC)CC
DABCO;;;;1 g;34.522;hood 3;2;;;C1C[N@@]2CC[N@]1CC2
Sodium hydride;NaH;NaH;;8 g;34.522;hood 3;2;;;[H-].[Na+]
Sodium borohydride;NaBH4;NaBH4;;400 g + 2 x 100 g;34.522;hood 3;2;;;[BH4-].[Na+]
Calcium hydride;CaH2;CaH2;;30 g;34.522;hood 3;2;;;[H-].[H-].[Ca++]
Tetrabutylammonium fluoride;Bu4NF*3H2O;TBAF;Bu4NF*3H2O;50 g;34.522;hood 3;2;;;[F-].CCCC[N+](CCCC)(CCCC)CCCC
Methylglycine hydrochloride;NH2CH2COOCH3*HCl;NH2CH2COOCH3*HCl;;5 g;34.522;hood 3;2;;;Cl.COC(=O)CN
Aniline;C6H5NH2;C6H5NH2;;30 ml;34.522;hood 3;2;;;NC1=CC=CC=C1
Urea;(NH2)2CO;;;30 g;34.522;hood 3;2;;;"NC(N)=O
"
Imidazole;C3H4N2;C3H4N2;;15 g;34.522;hood 3;2;;;N1C=CN=C1
Triethylamine;(CH3CH2)3N;(CH3CH2)3N;;5 ml;34.522;hood 3;2;;;CCN(CC)CC
N-Methylmorpholine;;;;50 ml;34.522;hood 3;2;;;CN1CCOCC1
(2-(1H-benzotriazol-1-yl)-1,1,3,3-tetramethyluronium hexafluorophosphate;;HBTU;Hexafluorophosphate benzotriazole tetramethyl uronium;2x20 g;34.522;hood 3;2;;;F[P-](F)(F)(F)(F)F.CN(C)C(ON1N=NC2=C1C=CC=C2)=[N+](C)C
Dimethylamine 40% solution H2O;Me2NH;N-Methylmethanamine;;1 L;34.522;hood 3;2;;;CNC
Diisopropylamine;iPr2NH;iPr2NH;;60 ml;34.522;hood 3;2;;;CC(C)NC(C)C
Sodium methylate;CH3ONa;CH3ONa;;100 g;34.522;hood 3;2;good;;[Na+].[O-]C=O
Pyridine;;;;1 l;34.522;hood 3;2;;;C1=CC=NC=C1
Diisopropylethylamine;iPrNEt;DIPEA;Hunigs base;800 ml;34.522;hood 3;2;fresh;;CCN(C(C)C)C(C)C
triphenyl phosphine;PPh3;PPh3;;50 g;34.522;hood 3;2;;;C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1
Cyclohexanone;;;;500 ml;34.522;hood 3;2;distilated 15.07.20;;O=C1CCCCC1
Dibromoethane;C2H4Br2;C2H4Br2;;500 ml;34.522;hood 3;2;;;BrCCBr
4-phenylphenol;;C6H5C6H4OH;;100 g;34.522;hood 3;2;;;OC1=CC=C(C=C1)C1=CC=CC=C1
Benzyl amine;BnNH2;BnNH2;;50 ml;34.522;hood 3;2;;;NCC1=CC=CC=C1
Dimethyl amine 40% aq.;Me2NH*aq;Me2NH*aq;;1 l;34.522;hood 3;2;;;CNC
Ethyl anthranilate ;;Ethyl 2-aminobenzoate;;100 g;34.522;hood 3;2;;;CCOC(=O)C1=C(N)C=CC=C1
Ethyl amine hydrochloride;EtNH2*HCl;EtNH2*HCl;;100 g;34.522;hood 3;2;;;Cl.CCN
N,N-dimethylethane-1,2-diamine;;;;200 ml;34.522;hood 3;2;;;CN(C)CCN
ethylene diamine;;;;50 ml;34.522;hood 3;2;;;NCCN
N1,N1,N4,N4-tetramethylbutane-1,4-diamine (???);;;;100 ml;34.522;hood 3;2;ץח קעמ מע ּטץאיכמגא;;"CN(C)CCCCN(C)C
"
Hydrofluoric acid;HF*aq.;HF*aq.;;200 ml;34.522;ךטסכמעû;1;;;F
Aluminium chloride;AlCl3;AlCl3;;1 kg;34.522;ךטסכמעû;1;granules;;Cl[Al](Cl)Cl
Aluminium chloride;AlCl3;AlCl3;;1 kg;34.522;ךטסכמעû;1;powder sigma;;Cl[Al](Cl)Cl
Phosphorous oxide;P2O5;P2O5;Phosphorus(V) oxide;1 kg;34.522;ךטסכמעû;1;aldrich;;O=P12OP3(=O)OP(=O)(O1)OP(=O)(O2)O3
Methanesulfonic acid;CH3SO3H;CH3SO3H;;400 ml;34.522;ךטסכמעû;1;;;CS(O)(=O)=O
Titanium tetrachloride;TiCl4;TiCl4;;100 ml;34.522;ךטסכמעû;1;;;Cl[Ti](Cl)(Cl)Cl
Formic acid;HCOOH;;;1 l;34.522;ךטסכמעû;1;;;"OC=O
"
Acetyl chloride;CH3COCl;CH3COCl;;100 ml;34.522;ךטסכמעû;2;;;CC(Cl)=O
Thionyl chloride;SOCl2;SOCl2;;100 ml;34.522;ךטסכמעû;2;;;ClS(Cl)=O
trifluoroacetic acid;CF3COOH;;;200 ml;34.522;ךטסכמעû;1;;;"OC(=O)C(F)(F)F
"
Phosphoryl chloride;POCl3;phosphorus oxychloride;POCl3;100 ml;34.522;ךטסכמעû;2;;;ClP(Cl)(Cl)=O
Tin tetrachloride;SnCl4;SnCl4;;1 l;34.522;ךטסכמעû;2;Soviet;;Cl[Sn](Cl)(Cl)Cl
Trifluoroacetic anhydride;(CF3CO)2O;;;80 ml;34.522;ךטסכמעû;2;;;FC(F)(F)C(=O)OC(=O)C(F)(F)F
Acetic anhydride;Ac2O;;;30 ml;34.522;ךטסכמעû;2;;;CC(=O)OC(C)=O
Ammonium thiocyanate;NH4SCN;NH4SCN;;1 kg;34.522;םומנדאםטךא;;;;N.SC#N
Sodium dihydrophosphate;NaH2PO4*2H2O;NaH2PO4*2H2O;Sodium dihydrogen phosphate dihydrate;1 kg;34.522;םומנדאםטךא;;;;O.O.[Na+].OP(O)([O-])=O
Potassium sodium tartrate;KNaC4H4O6;Seignette's salt;KNaC4H4O6;1 kg;34.522;םומנדאםטךא;;;;[Na+].[K+].OC(C(O)C([O-])=O)C([O-])=O
FeCl3 anhydr.;;Iron(III) chloride;;1 kg;34.522;םומנדאםטךא;;;;Cl[Fe](Cl)Cl
Sodium thiosulfate;Na2S2O3*5H2O;Na2S2O3*5H2O;;100 g;34.522;םומנדאםטךא;;;;O.O.O.O.O.[Na+].[Na+].[O-]S([S-])(=O)=O
Copper sulfate;CuSO4*5H2O;;;500 g;34.522;םומנדאםטךא;;;;
Magnesium perchlorate anhydr.;Mg(ClO4)2;Mg(ClO4)2;;500 g;34.522;םומנדאםטךא;;;;[Mg++].[O-][Cl](=O)(=O)=O.[O-][Cl](=O)(=O)=O
ZnCl2 anhydr.;;;;20 g;34.522;םומנדאםטךא;;;;"[Cl-].[Cl-].[Zn++]
"
Iodine;I2;Iod;;500 g;34.522;םומנדאםטךא;;;;[I]
DMF;Me2NCOH;Me2NCOH;;0.5 l;34.522;solvents;;good;;CN(C)C=O
tetrabutylammonium bromide;;;;;34.421;SHKAF;2;3x;;[Br-].CCCC[N+](CCCC)(CCCC)CCCC
4-Toluenesulfonyl chloride;;TsCl;tosyl chloride;;34.421;SHKAF;2;;;CC1=CC=C(C=C1)S(Cl)(=O)=O
Phosphorus pentoxide;P2O5;Phosphorus(V) oxide;;5 kg;42.406;rack 1;2;;;O=P12OP3(=O)OP(=O)(O1)OP(=O)(O2)O3
Sodium formate;HCOONa;NaCOOH;Sodium formate;;42.406;rack 1;2;;;[Na+].[O-]C=O
Copper(II) sulfate pentahydrate;CuSO4·5H2O;Cupric sulfate pentahydrate;;;42.406;rack 1;2;;;O.O.O.O.O.[Cu++].[O-]S([O-])(=O)=O
Sodium hydrosulfide hydrate;NaHS x H2O;Sodium bisulfide;;;34.421;SHKAF;2;;;O.[Na+].S
Sodium sulfite;Na2SO3;sodium sulphite;;;34.421;SHKAF;2;;;[Na+].[Na+].[O-]S([O-])=O
tetrabutylammonium chloride;;;;;34.421;SHKAF;2;;;[Cl-].CCCC[N+](CCCC)(CCCC)CCCC
tetrabutylammonium iodide;;;;;34.421;SHKAF;2;;;[I-].CCCC[N+](CCCC)(CCCC)CCCC
Zinc;Zn;;;6 x 100 g;34.421;SHKAF;2;Dust very good;;[Zn]
Zinc;Zn;;;;34.421;SHKAF;2;Dust;;[Zn]
Zinc;Zn;;;;34.421;SHKAF;2;Rushim;;[Zn]
Zinc;Zn;;;;34.421;SHKAF;2;Granules;;[Zn]
tetraethylammonium bromide;;;;;34.421;SHKAF;2;;;[Br-].CC[N+](CC)(CC)CC
copper bromide (I);;CuBr;;;34.421;SHKAF;2;;china;Br[Cu]Br
copper chloride;CuCl;CuCl;;;34.421;SHKAF;2;;;Cl[Cu]
copper cyanide;CuCN;CuCN;;;34.421;SHKAF;2;;;[Cu]C#N
copper iodide;CuI;CuI;;100 g;34.421;SHKAF;2;;;I[Cu]I
copper iodide;CuI;CuI;;500 g;34.421;SHKAF;2;;;I[Cu]I
2,6-Di-tert-butyl-4-methylphenol;;ionol;;;34.421;SHKAF;2;2x;;CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
zinc acetate;Zn(OAc)2;Zn(OAc)2;;;34.421;SHKAF;2;;;[Zn++].CC([O-])=O.CC([O-])=O
tetrabutylammonium fluoride trihydrate;;;;;34.421;SHKAF;2;3x;;O.O.O.[F-].CCCC[N+](CCCC)(CCCC)CCCC
18-crown-6;;1,4,7,10,13,16-Hexaoxacyclooctadecane;;;34.421;SHKAF;2;;;C1COCCOCCOCCOCCOCCO1
sodium hydride (60%);NaH;NaH;;;34.421;SHKAF;2;2x;;[H-].[Na+]
iodine;I2;I2;;;34.421;SHKAF;2;good;;II
Magnesium;Mg;Mg;;;34.421;SHKAF;2;2x;;[Mg]
Copper;Cu;Cu;;;34.421;SHKAF;2;dust;;[Cu]
Pluronic F-68;;;;;34.421;SHKAF;2;;;[H]OCCOCC(C)OCCO
Caesium carbonate;Cs2CO3;Cs2CO3;;;34.421;SHKAF;2;dry;;[Cs+].[Cs+].[O-]C([O-])=O
Caesium carbonate;Cs2CO3;Cs2CO3;;4x500 g;34.421;SHKAF;2;dry;;[Cs+].[Cs+].[O-]C([O-])=O
2-methoxyethanol;;;;;34.421;SHKAF;2;;;COCCO
Calcium hydride;CaH2;CaH2;;;34.421;SHKAF;2;Dust;;[H-].[H-].[Ca++]
Calcium hydride;CaH2;CaH2;;;34.421;SHKAF;2;Granules;;[H-].[H-].[Ca++]
Selenium dioxide;SeO2;SeO2;;;34.421;SHKAF;2;Soviet;;O=[Se]=O
Selenium dioxide;SeO2;SeO2;;;34.421;SHKAF;2;good;;O=[Se]=O
p-Toluenesulfonic acid;;PTSA;;;34.421;SHKAF;2;dry?;;CC1=CC=C(C=C1)S(O)(=O)=O
Sodium tert-butoxide;"tBuONa
";"tBuONa
";;;34.421;SHKAF;2;;;[Na+].CC(C)(C)[O-]
lithium tert-butoxide;"tBuOLi
";"tBuOLi
";;;34.421;SHKAF;2;;;[Li+].CC(C)(C)[O-]
Potassium tert-butoxide;tBuOK;tBuOK;;;34.421;SHKAF;2;;;[K+].CC(C)(C)[O-]
Cyclohexanone;;;;;34.421;SHKAF;2;;;O=C1CCCCC1
Lithium chloride;LiCl;LiCl;;;34.421;SHKAF;2;Dry;;[Li+].[Cl-]
Zinc chloride;ZnCl2;ZnCl2;;3 x 30 g;34.421;SHKAF;2;dry;;Cl[Zn]Cl
Zinc chloride;ZnCl2;ZnCl2;;1 kg;34.421;SHKAF;2;dry;;Cl[Zn]Cl
Zinc chloride;ZnCl2;ZnCl2;;;34.421;SHKAF;1;drySHIT;;Cl[Zn]Cl
Calcium hydride;CaH2;CaH2;;;34.421;SHKAF;1;Granules;;[H-].[H-].[Ca++]
Lithium iodide;LiI;LiI;;;34.421;SHKAF;1;;;[Li+].[I-]
sodium iodide;NaI;NaI;;;34.421;SHKAF;1;;;[Na+].[I-]
Potassium permanganate;KMnO4;KMnO4;;;34.421;SHKAF;1;;;[K+].[O-][Mn](=O)(=O)=O
Paraformaldehyde;CH2O;CH2O;;;34.421;SHKAF;1;good;;C=O
formaldehyde solution;;;;;34.421;SHKAF;1;good;;C=O
Diisopropylamine;;;;;34.421;SHKAF;1;2x dry and not;;CC(C)NC(C)C
Caesium carbonate;Cs2CO3;Cs2CO3;;;34.421;SHKAF;1;NOT dry;;[Cs+].[Cs+].[O-]C([O-])=O
N,N-Diisopropylethylamine;DIPEA;DIPEA;;;34.421;SHKAF;1;;;CCN(C(C)C)C(C)C
Hexamethylenetetramine;;urotropin;urotropin;;34.421;SHKAF;1;;;C1N2CN3CN1CN(C2)C3
(2-(1H-benzotriazol-1-yl)-1,1,3,3-tetramethyluronium hexafluorophosphate;;HBTU;;;34.421;TUMBA Hood 3;1;;;F[P-](F)(F)(F)(F)F.CN(C)C(ON1N=NC2=C1C=CC=C2)=[N+](C)C
Dichlorodiphenylsilane;;Ph2SiCl2;;;34.421;TUMBA Hood 3;1;;;Cl[Si](Cl)(C1=CC=CC=C1)C1=CC=CC=C1
tert-Butyl(chloro)diphenylsilane;;TBDPSCl;;;34.421;TUMBA Hood 3;1;;;CC(C)(C)[Si](Cl)(C1=CC=CC=C1)C1=CC=CC=C1
Triisopropylsilyl chloride;;TIPSCl;;;34.421;TUMBA Hood 3;1;;;CC(C)[Si](Cl)(C(C)C)C(C)C
Pentafluorophenol;;PFPOH;;;34.421;TUMBA Hood 3;1;;;OC1=C(F)C(F)=C(F)C(F)=C1F
tert-Butyldimethylsilyl chloride;;TBDMSCl;;;34.421;TUMBA Hood 3;1;;;CC(C)(C)[Si](C)(C)Cl
Trimethylsilyl chloride;;TMSCl;;~ 0.5 L;34.421;TUMBA Hood 3;1;;;C[Si](C)(C)Cl
2,2'-sulfonyldiethanol (60% aq);;;;;34.421;TUMBA Hood 3;1;;;OCCS(=O)(=O)CCO
1-bromo-3-chloropropane;;;;;34.421;TUMBA Hood 3;1;;;ClCCCBr
maleic acid;;;;;34.421;TUMBA Hood 3;1;;;OC(=O)\C=C/C(O)=O
Hydroxylamine Hydrochloride;;NH2OH x HCl;;;34.421;TUMBA Hood 3;1;;;Cl.NO
4,4?-Dimethoxytrityl chloride;;DMTCl;;;34.421;TUMBA Hood 3;1;;;COC1=CC=C(C=C1)C(Cl)(C1=CC=CC=C1)C1=CC=C(OC)C=C1
Trimethylacetic anhydride;;pivalic anhydride;;;34.421;TUMBA Hood 3;1;;;CC(C)(C)C(=O)OC(=O)C(C)(C)C
Succinic anhydride;;;;;34.421;TUMBA Hood 3;1;;;O=C1CCC(=O)O1
Trifluoroacetic anhydride;;TFAA;;;34.421;TUMBA Hood 3;1;;;FC(F)(F)C(=O)OC(=O)C(F)(F)F
1,3-dioxo-1,3-dihydroisobenzofuran-5-carboxylic acid;;trimellitic anhydride;1,2,4-benzenetricarboxylic anhydride;;34.421;TUMBA Hood 3;1;;;OC(=O)C1=CC=C2C(=O)OC(=O)C2=C1
phthalic anhydride;;;;;34.421;TUMBA Hood 3;1;handmade fused;;O=C1OC(=O)C2=CC=CC=C12
resorcinol;;resorcine;resorcine;;34.421;TUMBA Hood 3;1;;;OC1=CC(O)=CC=C1
(1s,4s)-4-aminocyclohexanol;;;;;34.421;TUMBA Hood 3;1;;;N[C@H]1CC[C@@H](O)CC1
glutaric acid;;;;;34.421;TUMBA Hood 3;2;;;OC(=O)CCCC(O)=O
Succinic acid;;;;;34.421;TUMBA Hood 3;2;;;OC(=O)CCC(O)=O
4,4?-Dimethoxytrityl chloride;;DMTCl;;;34.421;TUMBA Hood 3;2;;;COC1=CC=C(C=C1)C(Cl)(C1=CC=CC=C1)C1=CC=C(OC)C=C1
3,5-bis(trifluoromethyl)benzoic acid;;;;;34.421;TUMBA Hood 3;2;;;OC(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
trimethyl(vinyl)silane;;;;;34.421;TUMBA Hood 3;2;;;C[Si](C)(C)C=C
maleic anhydride;;;;;34.421;TUMBA Hood 3;2;;;O=C1OC(=O)C=C1
dimethyl oxalate;;;;;34.421;TUMBA Hood 3;2;;;COC(=O)C(=O)OC
2-fluorophenol;;;;;34.421;TUMBA Hood 3;2;;;OC1=C(F)C=CC=C1
glutaric anhydride;;;;;34.421;TUMBA Hood 3;2;;;O=C1CCCC(=O)O1
Tin(II) chloride;SnCl2;SnCl2;;;34.421;TUMBA Hood 3;2;;;Cl[Sn]Cl
tert-Butyl(chloro)diphenylsilane;;TBDPSCl;;;34.421;TUMBA Hood 3;2;;;CC(C)(C)[Si](Cl)(C1=CC=CC=C1)C1=CC=CC=C1
propionic anhydride;;;;;34.421;TUMBA Hood 3;2;;;CCC(=O)OC(=O)CC
propane-1,2-diol;Propylene glycol;Propylene glycol;;;34.421;TUMBA Hood 3;2;;;CC(O)CO
butyric anhydride;;;;;34.421;TUMBA Hood 3;2;;;CCCC(=O)OC(=O)CCC
Trimethylsulfoxonium iodide;;;;;34.421;TUMBA Hood 3;2;;;[I-].C[S+](C)(C)=O
Chromotropic acid di sodium;;Chromotropic acid disodium salt;4,5-Dihydroxynaphthalene-2,7-disulfonic acid disodium salt;;34.421;TUMBA Hood 3;2;;;[Na+].[Na+].OC1=CC(=CC2=CC(=CC(O)=C12)S(O)(=O)=O)S(O)(=O)=O
(3-Glycidoxypropyl)trimethoxysilane;;;;;34.421;TUMBA Hood 3;2;;;CO[Si](CCCOCC1CO1)(OC)OC
5-bromopyridin-2-amine;;;;;34.421;TUMBA Hood 3;2;;;NC1=NC=C(Br)C=C1
Tetrachloro-1,4-benzoquinone;Chloranil;Chloranil;;;34.421;TUMBA Hood 3;2;;;ClC1=C(Cl)C(=O)C(Cl)=C(Cl)C1=O
Sodium cyanoborohydride;NaBH3CN;NaBH3CN;;<20 g;34.421;TUMBA Hood 3;2;;;[Na+].[BH3-]C#N
Sodium cyanoborohydride;NaBH3CN;NaBH3CN;;1 kg + 1 kg;34.427;06.ÿםג;5;;;[Na+].[BH3-]C#N
5-aminopentan-1-ol;;;;;34.421;TUMBA Hood 3;2;;;NCCCCCO
Chlorosulfonyl isocyanate;CSI; N-Carbonylsulfamyl chloride;;;34.421;TUMBA Hood 3;1;;;ClS(=O)(=O)N=C=O
Triethyl phosphite;P(OEt)3;P(OEt)3;;2 x ;34.421;TUMBA Hood 3;1;;;CCOP(OCC)OCC
Trimethylsilyl trifluoromethanesulfonate;;TMSOTf;;;34.421;TUMBA Hood 3;2;;;C[Si](C)(C)OS(=O)(=O)C(F)(F)F
2-(trimethylsilyl)ethanol;;;;;34.421;TUMBA Hood 3;2;;;C[Si](C)(C)CCO
2,2,3,3,3-pentafluoropropanoic anhydride;;;;;34.421;TUMBA Hood 3;2;;;FC(F)(F)C(F)(F)C(=O)OC(=O)C(F)(F)C(F)(F)F
isobutyric anhydride;;;;;34.421;TUMBA Hood 3;2;;;CC(C)C(=O)OC(=O)C(C)C
triphenylbismuthine;Ph3Bi;Ph3Bi;;;34.421;TUMBA Hood 3;2;;;C1=CC=C(C=C1)[Bi](C1=CC=CC=C1)C1=CC=CC=C1
Germanium dichloride;GeCl2*xH2O;GeCl2*xH2O;;;34.421;TUMBA Hood 3;2;;;Cl[Ge]Cl
1,3-dimesitylimidazolidin-1-ium;; BF4 salt;;;34.421;TUMBA Hood 3;2;;;CC1=CC(C)=C(N2CC[NH+](C2)C2=C(C)C=C(C)C=C2C)C(C)=C1
1,3-dimesitylhexahydropyrimidin-1-ium;; BF5 salt;;;34.421;TUMBA Hood 3;2;;;CC1=CC(C)=C(N2CCC[NH+](C2)C2=C(C)C=C(C)C=C2C)C(C)=C1
1,3-bis(2,6-diisopropylphenyl)imidazolidin-1-ium;; BF6 salt;;;34.421;TUMBA Hood 3;2;;;CC(C)C1=CC=CC(C(C)C)=C1N1CC[NH+](C1)C1=C(C=CC=C1C(C)C)C(C)C
tert-butyl 2-bromoacetate;;;;;34.421;TUMBA Hood 3;2;;;CC(C)(C)OC(=O)CBr
Sodium borohydride;NaBH4;NaBH4;;;34.421;Hood 3;1;;;[BH4-].[Na+]
N,N-Diisopropylethylamine;;;DIPEA;;34.421;Hood 3;1;;;CCN(C(C)C)C(C)C
imidazole;;;;;34.421;Hood 3;1;;;N1C=CN=C1
piperidine;;Hexahydropyridine;;;34.421;Hood 3;1;;;C1CCNCC1
Methylamine in Isopropyl alcohol 35%;CH3NH2*i-PrOH;CH3NH2*i-PrOH;;250 ml;34.421;hood 3;2;;;CN
triphenylphosphine;Ph3P;Ph3P;;1 kg;34.421;Hood 3;2;;;C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1
triphenylphosphine;Ph3P;Ph3P;;5 x 1 kg;34.427;06.ÿםג;3;;;C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1
triphenylphosphine;Ph3P;Ph3P;;250 g;34.427;06.ÿםג;3;came 04.08.21;;C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1
Iodine;;;;;34.421;Hood 2;;;;II
gamma-Aminobutyric acid;;;;;34.421;Hood 2;;;;NCCCC(O)=O
methylamine;;;;;34.421;Hood 2;;;;CN
Benzophenone;;;;;34.421;Hood 2;;;;O=C(C1=CC=CC=C1)C1=CC=CC=C1
Cerium(IV) sulfate;;;;;34.421;Hood 2;;;;[Ce+4].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O
Triphosgene;;;;;34.421;Hood 2;;;;ClC(Cl)(Cl)OC(=O)OC(Cl)(Cl)Cl
Phosphomolybdic acid;;;;;34.421;Hood 2;;;;O=[Mo](=O)=O.O=[Mo](=O)=O.O=[Mo](=O)=O.O=[Mo](=O)=O.O=[Mo](=O)=O.O=[Mo](=O)=O.O=[Mo](=O)=O.O=[Mo](=O)=O.O=[Mo](=O)=O.O=[Mo](=O)=O.O=[Mo](=O)=O.O=[Mo](=O)=O.OP(O)(O)=O
(2-ethoxy-2-oxoethyl)triphenylphosphonium bromide;;;;;34.421;Hood 2;;;;[Br-].CCOC(=O)C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
ethylamine 70% water;;;;;34.421;Hood 2;;;;CCN
Trifluoroacetic acid ;TFA;TFA;;;34.421;Acids, hood 2;;;;OC(=O)C(F)(F)F
Perchloric acid 50% solution in H2O;HClO4;Perchloric acid;;;34.421;Acids, hood 2;;;;O[Cl](=O)(=O)=O
Phosphoric acid;H3PO4;Orthophosphoric acid;;;34.421;Acids, hood 2;;;;O[P](O)(O)=O
N,N?-Dicyclohexylcarbodiimide;;DCC;;;34.421;Hood 1;;;;C1CCC(CC1)N=C=NC1CCCCC1
Potassium cyanide;KCN;KCN;;;34.421;Hood 1;;;;[K+].[C-]#N
sodium cyanide;NaCN;NaCN;;;34.421;Hood 1;;;;[Na+].[C-]#N
4-chlorobenzenethiol;;;;;34.421;Hood 1;;;;SC1=CC=C(Cl)C=C1
1-hydroxypyrrolidine-2,5-dione;HOSu;HOSu;;;34.421;Hood 1;;;;ON1C(=O)CCC1=O
2-thioxothiazolidin-4-one;;;;;34.421;Hood 1;;;;O=C1CSC(=S)N1
propane-1,3-diol;;;;;34.421;Hood 1;;;;OCCCO
tetraethyl orthosilicate;Si(OEt)4;Si(OEt)4;;;34.421;Hood 1;;;;CCO[Si](OCC)(OCC)OCC
1,2-Phenylendiamine;;1,2-Diaminobenzene;o-Phenylenediamine;;34.421;Hood 1;;;;NC1=C(N)C=CC=C1
3-hydroxypropanenitrile;;;;;34.421;Hood 1;;;;OCCC#N
dimethyl sulphate;Me2SO4;Dimethyl sulfate;Dimethyl ester of sulfuric acid;;34.421;Hood 1;;;;COS(=O)(=O)OC
10H-indolo[3,2-b]quinoline-11-carboxylic acid;;;;;34.421;Hood 1;;;;OC(=O)C1=C2C=CC=CC2=NC2=C1NC1=C2C=CC=C1
2-chloro-6-methoxy-3-nitropyridine;;;;;34.421;Hood 1;;;;COC1=CC=C(C(Cl)=N1)[N+]([O-])=O
2-((4-chlorophenyl)thio)-6-methoxy-3-nitropyridine;;;;;34.421;Hood 1;;;;COC1=CC=C(C(SC2=CC=C(Cl)C=C2)=N1)[N+]([O-])=O
(trimethylsilyl)methyl carbamimidothioate hydrochloride;;N1411;;3 x ;34.421;freezer;top;;;C[Si](C)(C)CSC(N)=N.Cl
3,4-dihydroxycyclobut-3-ene-1,2-dione;;;;;34.421;freezer;middle;;;OC1=C(O)C(=O)C1=O
N-Boc-ethylenediamine;BocNHCH2CH2NH2;N-Boc-1,2-diaminoethane;tert-Butyl N-(2-aminoethyl)carbamate;;34.421;freezer;middle;;;CC(C)(C)OC(=O)NCCN
4,5-dihydroxycyclopent-4-ene-1,2,3-trione;;;;;34.421;freezer;middle;;;OC1=C(O)C(=O)C(=O)C1=O
4-azidobenzoic acid;;;;;34.421;freezer;middle;;;OC(=O)C1=CC=C(C=C1)N=[N+]=[N-]
Triethyloxonium tetrafluoroborate;;;;;34.421;freezer;middle;;;F[B-](F)(F)F.CC[O+](CC)CC
Tetrazole;;;;;34.421;freezer;middle;;;N1C=NN=N1
tributyl(furan-2-yl)stannane;;;;;34.421;freezer;middle;;;CCCC[Sn](CCCC)(CCCC)C1=CC=CO1
tributyl(phenyl)stannane;;;;;34.421;freezer;middle;;;CCCC[Sn](CCCC)(CCCC)C1=CC=CC=C1
Chloromethyl methyl ether;;;;;34.421;freezer;middle;;;COCCl
Benzyl chloromethyl ether;;;;;34.421;freezer;middle;;;ClCOCC1=CC=CC=C1
Fluorenylmethyloxycarbonyl chloride;;FmocCl;;;34.421;freezer;middle;;;ClC(=O)OCC1C2=CC=CC=C2C2=CC=CC=C12
(Z)-ethyl 2-((1-methoxyethylidene)amino)acetate;;;;;34.421;freezer;middle;;;CCOC(=O)C\N=C(\C)OC
(Z)-ethyl 2-((1-methoxypropylidene)amino)acetate;;;;;34.421;freezer;middle;;;CCOC(=O)C\N=C(\CC)OC
N-Iodosuccinimide;;NIS;;;34.421;freezer;middle;;;IN1C(=O)CCC1=O
N-Bromosuccinimide;;NBS;;;34.421;freezer;middle;;;BrN1C(=O)CCC1=O
cyclooctatetraene;;;;;34.421;freezer;middle;;;C1=C\C=C/C=C\C=C1
Benzyl chloroformate;;CbzCl;;;34.421;freezer;middle;;;ClC(=O)OCC1=CC=CC=C1
picolinaldehyde;;2-Pyridinecarboxaldehyde;;;34.421;freezer;middle;;;O=CC1=CC=CC=N1
1,2,3,5,6,7-hexahydropyrido[3,2,1-ij]quinoline-9-carbaldehyde;;Julolidine-9-carbaldehyde;SAI552;;34.421;freezer;middle;;;O=CC1=CC2=C3N(CCCC3=C1)CCC2
4-(diethylamino)-2-hydroxybenzaldehyde;;;;;34.421;freezer;middle;;;CCN(CC)C1=CC(O)=C(C=O)C=C1
cinnamaldehyde;;;;;34.421;freezer;middle;;;O=C\C=C\C1=CC=CC=C1
2-bromobenzaldehyde;;;;;34.421;freezer;middle;;;BrC1=C(C=O)C=CC=C1
6-methoxy-2-naphthaldehyde;;;;;34.421;freezer;middle;;;COC1=CC2=CC=C(C=O)C=C2C=C1
Quinoline-5-carbaldehyde;;;;;34.421;freezer;middle;;;O=CC1=CC=CC2=NC=CC=C12
Quinoline-4-carbaldehyde;;;N1192;;34.421;freezer;middle;;;O=CC1=CC=NC2=CC=CC=C21
3-methoxybenzaldehyde;;;;;34.421;freezer;middle;;;COC1=CC=CC(C=O)=C1
2-methylbenzaldehyde;;;;;34.421;freezer;middle;;;CC1=C(C=O)C=CC=C1
2-fluorobenzaldehyde;;;;;34.421;freezer;middle;;;FC1=C(C=O)C=CC=C1
4-isopropylbenzaldehyde;;;;;34.421;freezer;middle;;;CC(C)C1=CC=C(C=O)C=C1
4-Pyridinecarboxaldehyde;;Isonicotinaldehyde;;;34.421;freezer;middle;;;
1H-indole-3-carbaldehyde;;;;;34.421;freezer;middle;;;O=CC1=CNC2=C1C=CC=C2
